restaurant_name,review_text,rating,processed_text
Rasoi Republic,"Rasoi Republic Khani Khola, Rangpo Sikkim is a promising new restaurant that brings a fresh and welcoming vibe to the area. The place feels neat and well arranged, and the staff make a sincere effort to greet and serve guests properly.
The food is the real highlight. The dishes taste rich, freshly prepared, and nicely balanced, with that comforting homely feel people expect from a good Indian restaurant. Portions are satisfying, and the flavors come through without being too oily or overly spicy.
For a newly opened restaurant, the service is already impressive. The team seems attentive and polite, and the overall dining experience feels warm rather than rushed. That makes it a good spot for family meals, casual outings, or a relaxed dinner with friends.
Rating: 4.5/5",5.0,rasoi republic khani khola rangpo sikkim promising new restaurant brings fresh welcoming vibe area place feel neat well arranged staff make sincere effort greet serve guest properly food real highlight dish taste rich freshly prepared nicely balanced comforting homely feel people expect good indian restaurant portion satisfying flavor come without oily overly spicy newly opened restaurant service already impressive team seems attentive polite overall dining experience feel warm rather rushed make good spot family meal casual outing relaxed dinner friend rating 455
Tashi Shaa-Khang Chinese restaurant,Ambience is very good .,5.0,ambience good
Tashi Shaa-Khang Chinese restaurant,Amazing food .We loved Chiken momos and thukpa,5.0,amazing food loved chiken momos thukpa
Tashi Shaa-Khang Chinese restaurant,Nice testy food.,4.0,nice testy food
Tashi Shaa-Khang Chinese restaurant,The food was delicious.,5.0,food delicious
Tashi Shaa-Khang Chinese restaurant,Just wonderful 👍,5.0,wonderful 👍
River View Resort and Restaurant,"It was great experience, staff was really nice and friendly, the view was great especially the river part and mountains also the resort is pet friendly which is great thing for pet parents
Really great experience
Must visit ✨",5.0,great experience staff really nice friendly view great especially river part mountain also resort pet friendly great thing pet parent really great experience must visit ✨
River View Resort and Restaurant,"It's was great being there,food was good place was cozy, scenery was amazing had great time.
Must visit!!! you can spend great time with family and friends",5.0,great therefood good place cozy scenery amazing great time must visit spend great time family friend
River View Resort and Restaurant,"Was a great experience, the service the food , the place everything was perfectly great, espicallyyyy the chicken biryaniii! Just wow👍🏻❤️",5.0,great experience service food place everything perfectly great espicallyyyy chicken biryaniii wow👍🏻❤️
River View Resort and Restaurant,So good,5.0,good
River View Resort and Restaurant,Good atmosphere,5.0,good atmosphere
Brunch cafe,"Overall a great place to be at, cold coffee was really good, the lemon tea was really good as well with a good price and the owners are friendly",5.0,overall great place cold coffee really good lemon tea really good well good price owner friendly
Brunch cafe,First of all it's not a cafe. You get nothing with coffee on it and no proper snacks . It's more like those half fastfood and half sweet shop. Whn I went there they said that they are out of coffee all they had was packed goods and cold drinks. Lol how is it even possible?,2.0,first cafe get nothing coffee proper snack like half fastfood half sweet shop whn went said coffee packed good cold drink lol even possible
Brunch cafe,"The food was really good and cheap. I loved it.
One should definitely stop here.",4.0,food really good cheap loved one definitely stop
Brunch cafe,"Great experience we had, great food ..... Lovely service ❤️🎈",5.0,great experience great food lovely service ❤️🎈
Brunch cafe,It really is a good place to hangout with friends.... Food is good at decent price and food quality is really good .,4.0,really good place hangout friend food good decent price food quality really good
Brunch cafe,You can go there and have good food,4.0,go good food
Brunch cafe,"Good food , owner is friendly 👌✌️",5.0,good food owner friendly 👌✌️
Brunch cafe,"Good place for Brunch, lunch and dinner",5.0,good place brunch lunch dinner
Brunch cafe,🌞🌞🌞,4.0,🌞🌞🌞
Coffee Break,Coffee Break is a great spot for a quick bite with plenty of options. I especially love their panini and the sizzling brownie with ice cream. The ambience is also excellent and adds to the experience. Highly recommend visiting for brunch and trying their desserts.,5.0,coffee break great spot quick bite plenty option especially love panini sizzling brownie ice cream ambience also excellent add experience highly recommend visiting brunch trying dessert
Coffee Break,Good atmosphere with good food but the price is little bit more,5.0,good atmosphere good food price little bit
Coffee Break,"The food is really very tasty and the cakes are the best.... The ambience is very comforting and gives a nice vibe... Though I would suggest that they should increase the variety of food items in their menu... All in all its the best place for dates, birthday party or even casual hangout...",5.0,food really tasty cake best ambience comforting give nice vibe though would suggest increase variety food item menu best place date birthday party even casual hangout
Coffee Break,The best in Majithar. Very popular within SMIT folks. The pastries are baked fresh everyday. It was really good. Didn't expect this quality in Sikkim. Great ambience and service. Go for it.,5.0,best majithar popular within smit folk pastry baked fresh everyday really good didnt expect quality sikkim great ambience service go
Coffee Break,"Good taste ,good quality ,price is also ok acording to Sikkim . pastries and muffins are good also , I didn't like the pizza here(thin crust) otherwise rest of the things are on point not soo great but good .you can spend the evening here with friends and family , atmosphere is good ,staffs behaviour is good.",4.0,good taste good quality price also ok acording sikkim pastry muffin good also didnt like pizza herethin crust otherwise rest thing point soo great good spend evening friend family atmosphere good staff behaviour good
Coffee Break,Everyone should visit this place once.... The food were absolutely amazing and the taste were just wowww....Great food with great hospitality.... And the service were amazing as well....,5.0,everyone visit place food absolutely amazing taste wowwwgreat food great hospitality service amazing well
Coffee Break,"A birthday cake in butterscotch
Rainbow cake with white cream
Superb cake
An unexpected touch of tiny butterflies made it more special.

Soft and really delicious sponge as well as cream.
Thank you Coffeebreak! We really enjoyed it and it definitely made the day very exceptional! Looking forward to the next one!",5.0,birthday cake butterscotch rainbow cake white cream superb cake unexpected touch tiny butterfly made special soft really delicious sponge well cream thank coffeebreak really enjoyed definitely made day exceptional looking forward next one
Coffee Break,Food items are more tasty 🤤... especially please try garlic bread n Biscoff pastry.....you gonna love it...👍❤️🙂...,5.0,food item tasty 🤤 especially please try garlic bread n biscoff pastryyou gon na love it👍❤️🙂
Coffee Break,"Great outlet for evening snacks......for a small outing wid frnds..for variety tadte if coffes,latte,cappuccino n lot more.
Must visit.",5.0,great outlet evening snacksfor small outing wid frndsfor variety tadte coffeslattecappuccino n lot must visit
Coffee Break,"The day was success and your contribution made it very special with wonderful and delicious cake.
Big thank you for the wonderful cake. The cake was decorated perfectly. It was soft and the sponge was so moist and delicious. I love your service. Best service ever.
Thank you coffee break team😊",5.0,day success contribution made special wonderful delicious cake big thank wonderful cake cake decorated perfectly soft sponge moist delicious love service best service ever thank coffee break team😊
Coffee Break,Good place to hangout with small group. Friendly and service oriented. They serve tasty pastries which made me feel relaxed after a hectic  day😊😊,4.0,good place hangout small group friendly service oriented serve tasty pastry made feel relaxed hectic day😊😊
Coffee Break,Best place in majithar.. Amazing food and very reasonable priced. The new wooden tables installed are very nice.. The person running the returent is also very polite and gentle.. Amazing place...,5.0,best place majithar amazing food reasonable priced new wooden table installed nice person running returent also polite gentle amazing place
Coffee Break,"A small but a lovely corner to be in. Definitely a gem in this side of the road. Great asthetics, fantastic service.

Maybe don't get three sweet items at a single go. lol. But worth it ! my 9 Yr old self'd be proud.",5.0,small lovely corner definitely gem side road great asthetics fantastic service maybe dont get three sweet item single go lol worth 9 yr old selfd proud
Coffee Break,"Great for evening snacks, only veg, good ambience, very clean. Tasty food.",5.0,great evening snack veg good ambience clean tasty food
Coffee Break,"Awesome experience,  amazing service... celebrated birthday....it was well organized... good music...❤❤🤩",5.0,awesome experience amazing service celebrated birthdayit well organized good music❤❤🤩
Coffee Break,"The red cheese  baked pasta is amazing.
Pizzas are good, pan cakes are delicious",5.0,red cheese baked pasta amazing pizza good pan cake delicious
Coffee Break,Best in class as well as best in price too. The Ambience and the quality of the beverages are too Good. 😀,5.0,best class well best price ambience quality beverage good 😀
Coffee Break,It was a great experience and the food quality is awesome👍.,5.0,great experience food quality awesome👍
Coffee Break,"Food is good, specially the pizza is great 😋.
I would recommend you guys to go there and take a break from your work and enjoy the food. It's really delicious.",5.0,food good specially pizza great 😋 would recommend guy go take break work enjoy food really delicious
Coffee Break,"One of the best coffee shop in Sikkim
🍰 Awesome service was always great",5.0,one best coffee shop sikkim 🍰 awesome service always great
Coffee Break,Nice place nice food Enjoyed service awesome,5.0,nice place nice food enjoyed service awesome
Coffee Break,Good for briverage... Like shakes and coffee.... varities of Cuisines....,4.0,good briverage like shake coffee varities cuisine
Coffee Break,Cake was so delicious n the staff was very polite n they completed the order within the given time,4.0,cake delicious n staff polite n completed order within given time
Coffee Break,"A chill place for Italian and Mexican food. A well maintained restaurant in terms of food quality, taste, ambience.",5.0,chill place italian mexican food well maintained restaurant term food quality taste ambience
Coffee Break,Most beautiful  cozy adda zone with quality  environment  n food.Meeting friends over a cup of coffee is an add on factor of this place.I 😉love coffee break,5.0,beautiful cozy adda zone quality environment n foodmeeting friend cup coffee add factor placei 😉love coffee break
Coffee Break,"The cakes was so fantastic amazing
Thank u coffee break n all the team",5.0,cake fantastic amazing thank u coffee break n team
Coffee Break,It's a good nd budget friendly place for hang out,5.0,good nd budget friendly place hang
Coffee Break,"Had a wonderful meal its really a very good place for hangout. The taste of  meals and cake is great and the quantity really fulfills  the tummy.
Expert in making designer cake.
The best in town and a must visit place for all tourists and enjoy the coffee and snack that beats big brands.",5.0,wonderful meal really good place hangout taste meal cake great quantity really fulfills tummy expert making designer cake best town must visit place tourist enjoy coffee snack beat big brand
Coffee Break,Great coffee shop... Very nice location,4.0,great coffee shop nice location
Coffee Break,I recently had the pleasure of trying different varieties of garlic bread and sandwiches. From classic garlic butter spread to cheesy garlic knots each bite was a burst of flavor. The sandwiches ranged from delicious chicken pesto to mouthwatering Italian sub. It was a satisfying and unforgettable culinary experience.,4.0,recently pleasure trying different variety garlic bread sandwich classic garlic butter spread cheesy garlic knot bite burst flavor sandwich ranged delicious chicken pesto mouthwatering italian sub satisfying unforgettable culinary experience
Coffee Break,One of the best coffee shop in Sikkim,5.0,one best coffee shop sikkim
Coffee Break,"I ordered cake for my niece.
They make  same as picture that i provided.
Taste was very delicious.",5.0,ordered cake niece make picture provided taste delicious
Coffee Break,One of the best cake shop in sikkim,5.0,one best cake shop sikkim
Coffee Break,"We've been here numerous times and they dont fail our expectations ever. Whether u r a vegetarian or not, u will definitely like the food here. My all time favourite has always been Watermelon slush which is a must try. Staff is too good and courteous. And they home deliver the food if u want,that too on time. All the best coffee break. Visit u soon.",5.0,weve numerous time dont fail expectation ever whether u r vegetarian u definitely like food time favourite always watermelon slush must try staff good courteous home deliver food u wantthat time best coffee break visit u soon
Coffee Break,"Ordered customized cakes over the phone twice, and the experience have been great so far. Good service and delicious cakes ☺️",5.0,ordered customized cake phone twice experience great far good service delicious cake ☺️
Coffee Break,It's a regular weekend joint for is to have some great coffee and icecream.,5.0,regular weekend joint great coffee icecream
Coffee Break,"It's a great place. The items available here might appear to be over priced, but trust me you won't be disappointed to see the quality and the quantity of the item that you've ordered. They accept PayPal, Paytm, Google pay and card payments too. The J.C.C Burger that you get here might be the best burger you'd get in Sikkim. 3 years and I couldn't find anyone better. This place is quiet and has a nice ambiance.",5.0,great place item available might appear priced trust wont disappointed see quality quantity item youve ordered accept paypal paytm google pay card payment jcc burger get might best burger youd get sikkim 3 year couldnt find anyone better place quiet nice ambiance
Coffee Break,Umm. The place is quite small but the food is really good. They are pure veg which means I can hangout with my veg friends. The only flaw is that their seats are really low which is quite uncomfortable for a tall person like me.,4.0,umm place quite small food really good pure veg mean hangout veg friend flaw seat really low quite uncomfortable tall person like
Coffee Break,"Best stop in Majhitar for great coffee and shakes. Amazing waffles, pancakes, burgers, fries, everything is delicious. Fast service. Cozy place.",5.0,best stop majhitar great coffee shake amazing waffle pancake burger fry everything delicious fast service cozy place
Coffee Break,Had a great time been here..awesome enviournment..😍🤙,5.0,great time hereawesome enviournment😍🤙
Coffee Break,Good place for hangout with friends,5.0,good place hangout friend
Coffee Break,One of the best bakery in rangpo,4.0,one best bakery rangpo
Coffee Break,"The owner is very grumpy and and fights with you over water and syrup, but the food is nice and so are the servers.",3.0,owner grumpy fight water syrup food nice server
Coffee Break,Nice place one of the best cake shop in Sikkim,5.0,nice place one best cake shop sikkim
Coffee Break,One with the Italian Cuisine. 😍 But thanks to the owner and his honorable ethics. It's Only Veg! Well that shouldn't stop you from having delicious dishes!,5.0,one italian cuisine 😍 thanks owner honorable ethic veg well shouldnt stop delicious dish
Coffee Break,All items r delicious @ services are too fast,5.0,item r delicious service fast
Coffee Break,"One of the best places in Majhitar, Sikkim. An Italian restaurant which offers one of the best pastas that you will ever have. Also it specializes in baking and gives you a lot of options to choose from.",5.0,one best place majhitar sikkim italian restaurant offer one best pasta ever also specializes baking give lot option choose
Coffee Break,One of the best place to hangout out with friends in Majitar. Food tastes really good. Pizza and Pasta is a must have option.,5.0,one best place hangout friend majitar food taste really good pizza pasta must option
FOOD4U,Very nice service and the quality of the food grade is also very good  & delicious . need  bit  improvement on service provided by your side .,4.0,nice service quality food grade also good delicious need bit improvement service provided side
FOOD4U,"They provide good quality food with reasonable price, overall 👍",5.0,provide good quality food reasonable price overall 👍
FOOD4U,Food was ok but people r kind so it's fine !!!!!!,3.0,food ok people r kind fine
FOOD4U,I am proud of Divya Jyoti 🏫,5.0,proud divya jyoti 🏫
FOOD4U,Good,5.0,good
FOOD4U,Amazing,5.0,amazing
FOOD4U,Awsm ✨,5.0,awsm ✨
Down town Restro & Bar,"A must visit place with Amazing food and  incredible hospitality.Coolest joint for all the youngsters,families and groups with a facility of open outdoor dine and private cabins situated in a very beautiful lush green location with a huge parking.",5.0,must visit place amazing food incredible hospitalitycoolest joint youngstersfamilies group facility open outdoor dine private cabin situated beautiful lush green location huge parking
Down town Restro & Bar,Good place to hang out with friends. Food was okay.,4.0,good place hang friend food okay
Down town Restro & Bar,Good food good service and good packaging 😊😊😊✌️,5.0,good food good service good packaging 😊😊😊✌️
Down town Restro & Bar,Good food and Good place for hangout,5.0,good food good place hangout
Down town Restro & Bar,"Good location , good place for hangout",5.0,good location good place hangout
Down town Restro & Bar,Food is very delicious...,3.0,food delicious
Down town Restro & Bar,This place sucks,1.0,place suck
Down town Restro & Bar,Excellent Cuisine.,5.0,excellent cuisine
"SK01 , FOOD•TOUR•CULTURE",Loved the ambience and the food❤️❤️,5.0,loved ambience food❤️❤️
"SK01 , FOOD•TOUR•CULTURE",Great atmosphere. Amazing food. Lots of options and it’s pocket friendly! Definitely try the pav bhaji!!!,5.0,great atmosphere amazing food lot option ’ pocket friendly definitely try pav bhaji
"SK01 , FOOD•TOUR•CULTURE","SK01 Restaurant exceeded my expectations in every way. The ambiance was inviting, the staff attentive, and the food was a masterpiece. Fresh ingredients and balanced flavors made every dish a delight. Quick service and creative desserts added to the amazing experience. Highly recommend for any occasion. Can't wait to return!",5.0,sk01 restaurant exceeded expectation every way ambiance inviting staff attentive food masterpiece fresh ingredient balanced flavor made every dish delight quick service creative dessert added amazing experience highly recommend occasion cant wait return
"SK01 , FOOD•TOUR•CULTURE",If you want to taste authentic Tibetan and Nepali cuisine go for it! It’s too good,5.0,want taste authentic tibetan nepali cuisine go ’ good
"SK01 , FOOD•TOUR•CULTURE",Very good food with great staff and also the ambience is also very good the laphing was amazing for me.,5.0,good food great staff also ambience also good laphing amazing
"SK01 , FOOD•TOUR•CULTURE","I was craving for a good cup of tea!
The solution I got is SK01.
PLUS THE AMAZING FOOD!",5.0,craving good cup tea solution got sk01 plus amazing food
"SK01 , FOOD•TOUR•CULTURE",Yummy food n reasonable price also like the service.,5.0,yummy food n reasonable price also like service
"SK01 , FOOD•TOUR•CULTURE",Laphing and jhol momo they serve is bestest 👌,5.0,laphing jhol momo serve bestest 👌
"SK01 , FOOD•TOUR•CULTURE",Food was delicious,4.0,food delicious
"SK01 , FOOD•TOUR•CULTURE",Really love the food over here,5.0,really love food
"SK01 , FOOD•TOUR•CULTURE",Awesome,5.0,awesome
BITE & BREW,"Family friendly restaurant and bar
Well maintain service are good",3.0,family friendly restaurant bar well maintain service good
BITE & BREW,"Prices are too high according to the quantity, and service is too late. Waiter not attentive at all, had to wait alot even for water. My friend ordered veg noodles got served chicken noodles and they were pure vegetarians.. bad experience.. could look after it . And improve.",2.0,price high according quantity service late waiter attentive wait alot even water friend ordered veg noodle got served chicken noodle pure vegetarian bad experience could look improve
BITE & BREW,Great food and service was really good.,5.0,great food service really good
BITE & BREW,"The place has a nice mix of cafe, restaurant, and bar vibes, so it works whether you’re just hanging out with friends, grabbing food, or staying a bit longer in the evening time.
The atmosphere is relaxed and comfortable, and the karaoke setup adds a fun element. Food was good, and the overall experience felt worth it—nothing overhyped, just a solid place to unwind.
Service was smooth and very cordial, and the location is convenient too, especially being close to the main road area. It is one of the go to hangout spots in Majhitar.
Definitely worth visiting.",5.0,place nice mix cafe restaurant bar vibe work whether ’ hanging friend grabbing food staying bit longer evening time atmosphere relaxed comfortable karaoke setup add fun element food good overall experience felt worth — nothing overhyped solid place unwind service smooth cordial location convenient especially close main road area one go hangout spot majhitar definitely worth visiting
Bliss N Taste,"Weekend or weekdays, Beer united is for everyday and night party.",5.0,weekend weekday beer united everyday night party
Bliss N Taste,Not So Good.....I felt bored,1.0,goodi felt bored
Palate tender bar and restaurant,"It was a huge surprise for me to taste the food I have dream about🌈
... Yumm 😋😋yum😋...
Just keep your taste same till last
And loved to visit again an again 🙏
FnB team you were owsm and your service too 👍",5.0,huge surprise taste food dream about🌈 yumm 😋😋yum😋 keep taste till last loved visit 🙏 fnb team owsm service 👍
Palate tender bar and restaurant,The best u could ever find. Guys do visit this restaurant ❤️✌🏻🧿,5.0,best u could ever find guy visit restaurant ❤️✌🏻🧿
Palate tender bar and restaurant,Best place to hangout with friends.The food was awesome and the staff was very polite.,5.0,best place hangout friendsthe food awesome staff polite
Palate tender bar and restaurant,"Soooooooo good food loved it
Dooo visit",5.0,soooooooo good food loved dooo visit
Palate tender bar and restaurant,"Must visit once 🔂
Really enjoyed being here🌷",5.0,must visit 🔂 really enjoyed here🌷
Palate tender bar and restaurant,Very nice food and a cozy ambience.... the hospitality is superb,5.0,nice food cozy ambience hospitality superb
Palate tender bar and restaurant,"Very good service
Appreciated with foods
Must visit",5.0,good service appreciated food must visit
Palate tender bar and restaurant,Great experience and great service. Nice atmosphere helps,5.0,great experience great service nice atmosphere help
Lounge 88 Rooftop,"Staff polite and comfirming,menu deserves a 5/5,its just a barefoot walkable distance from the west bengal/sikkim checkpost.Service is amazing,just the always closed windows relying on ACs can be left open sometimes to give the vibe of sikkim",4.0,staff polite comfirmingmenu deserves 55its barefoot walkable distance west bengalsikkim checkpostservice amazingjust always closed window relying ac left open sometimes give vibe sikkim
Lounge 88 Rooftop,"Highly recommended for evening booze. What an ambience, live singing, great food with always smiling service. Have to go place when u are at Majitar.",5.0,highly recommended evening booze ambience live singing great food always smiling service go place u majitar
Lounge 88 Rooftop,The hotel staff displayed an extremely rude and unhelpful attitude . Their behavior was unprofessional and unacceptable for a service. The management should take immediate action to improve staff training and ensure guests are treated with respect.,1.0,hotel staff displayed extremely rude unhelpful attitude behavior unprofessional unacceptable service management take immediate action improve staff training ensure guest treated respect
Lounge 88 Rooftop,"Honestly, good environment & lively music with a good vibe ,its nearly 11:30 pm and i just came out of there, (something went wrong with the order (proven), of which i can Totally understand - all Thanks to the the management they waived off the charges ...... thankyou soo much seeing you guys were soo consumer friendly... Would surely visit next time....",4.0,honestly good environment lively music good vibe nearly 1130 pm came something went wrong order proven totally understand thanks management waived charge thankyou soo much seeing guy soo consumer friendly would surely visit next time
Lounge 88 Rooftop,Good food and nice ambience...... bit expensive though,4.0,good food nice ambience bit expensive though
Lounge 88 Rooftop,"The food and the general ambience of this place is amazing and the location is very accessible. Its right on NH10 so you can spot it easily when you are travelling. The food is excellent and bar serves variety of alcoholic drinks as well as beverages.
The little issue is with the behavior of staff who were a little rude.",4.0,food general ambience place amazing location accessible right nh10 spot easily travelling food excellent bar serf variety alcoholic drink well beverage little issue behavior staff little rude
Lounge 88 Rooftop,They changed the staff. And new staffs are really polite and punctual. They serve really quick.Good ambience. But the french fries were little oily. Just had beer and french fries so writing in short.,4.0,changed staff new staff really polite punctual serve really quickgood ambience french fry little oily beer french fry writing short
Lounge 88 Rooftop,"Food quality is not good , the service boy is rude and not mood of grow business, the area is like drunk",1.0,food quality good service boy rude mood grow business area like drunk
Lounge 88 Rooftop,A nice cozy place. Food is good. Nice ambience. Good place to hangout with friends.,5.0,nice cozy place food good nice ambience good place hangout friend
Lounge 88 Rooftop,"There service peoples are not good they are arguing and not provided good food , and arguing more they are like Gunda , please don't go there , go to native",1.0,service people good arguing provided good food arguing like gunda please dont go go native
Lounge 88 Rooftop,"Food was delicious, nice and cozy place👌",4.0,food delicious nice cozy place👌
Lounge 88 Rooftop,Good place to hangout in both Majhitar and  Rangpo. Awesome after hour  place with good food.,5.0,good place hangout majhitar rangpo awesome hour place good food
Lounge 88 Rooftop,"Visited this awesome place in Majitar and it's an absolute winner! The vibes are on point - cool yet cozy. A perfect spot for a chill night out.
Even the bar owners got in on the karaoke action! I would love to visit this place again on my next trip to sikkim",5.0,visited awesome place majitar absolute winner vibe point cool yet cozy perfect spot chill night even bar owner got karaoke action would love visit place next trip sikkim
Lounge 88 Rooftop,"Had a very bad experience, We were charged for more drinks than we drank. When we told about it, the lady owner was rude. I suggest everyone to check your bills properly before you leave the place. I don’t recommend this place, the service was slow and the staffs are inexperience.",1.0,bad experience charged drink drank told lady owner rude suggest everyone check bill properly leave place ’ recommend place service slow staff inexperience
Lounge 88 Rooftop,"Nice set up. Place was cool, but have left some room for improvement.
Service was quick unlike other restaurants.
Smart and polite guys for their hospitality.
Parking was a big problem.
Yes, park it anywhere on the main Highway. That's what everyone does so why be an exception.",3.0,nice set place cool left room improvement service quick unlike restaurant smart polite guy hospitality parking big problem yes park anywhere main highway thats everyone exception
Lounge 88 Rooftop,"Place is good, Ambience is also very good.
Food Quality and Rate is good.
Service is also good.
I like the concept of sitting on the floor which  give homely feel.
I thing in which I will deduct some marks is on washrooms. They are not as good as restaurant.",4.0,place good ambience also good food quality rate good service also good like concept sitting floor give homely feel thing deduct mark washroom good restaurant
Lounge 88 Rooftop,Bar and Restaurant with other facility as well. Loved visiting here,5.0,bar restaurant facility well loved visiting
Lounge 88 Rooftop,"Alright so we went to this place on 8th of December and we are a lot of fun I would  also recommend this place for karaoke Nights,birthday parties,etc the food was absolutely tasty no doubt the crispy chicken, the Mushroom Manchurian and the cheese pakora were both too good to exist on earth it felt like I was eating a dish that were specially brought down from the heavens for us to eat I would recommend this place for vegetarians and non vegetarians and there was also a inbuilt bar in it... oops I forgot to mention one thing the free Wi-Fi oh my God the Wi-Fi was fast and the connections for lots mother even though nearly 30 peoples mobiles are connected hi could receive up to 35 MS latency on COD mobile",5.0,alright went place 8th december lot fun would also recommend place karaoke nightsbirthday partiesetc food absolutely tasty doubt crispy chicken mushroom manchurian cheese pakora good exist earth felt like eating dish specially brought heaven u eat would recommend place vegetarian non vegetarian also inbuilt bar oops forgot mention one thing free wifi oh god wifi fast connection lot mother even though nearly 30 people mobile connected hi could receive 35 m latency cod mobile
Lounge 88 Rooftop,Ambience is good. Though couldn’t fine cheese in cheese pakora. Prices of items added to the bill that wasn’t even ordered.,2.0,ambience good though ’ fine cheese cheese pakora price item added bill ’ even ordered
Lounge 88 Rooftop,"All food tastes same. In sizzler they had put boiled chilly chicken. With drinks they gives peanuts and then they say ""its complimentary"". Later they charges in the bill. Horrible !! Its another restaurant who is just snatching money of others.  Recommend to avoid this joint. All bogus.",1.0,food taste sizzler put boiled chilly chicken drink give peanut say complimentary later charge bill horrible another restaurant snatching money others recommend avoid joint bogus
Lounge 88 Rooftop,One of the best place to hangout with friends and family. Food is awesome throught the highway till Ranipool. Staff and service is first class. Only issue is water supply wherein frequent issue of water shortage is felt in the washrooms.,5.0,one best place hangout friend family food awesome throught highway till ranipool staff service first class issue water supply wherein frequent issue water shortage felt washroom
Lounge 88 Rooftop,"First time experience in this restaurant has soo hospitable, and the food over there is just out of the world. Would like to dine in here again and again!! Worth every penny:)❤️‍🩹👋😊📎",4.0,first time experience restaurant soo hospitable food world would like dine worth every penny❤️‍🩹👋😊📎
Lounge 88 Rooftop,"This place serves Cheese balls. Believe me, you will be mesmerized after having those cheese balls. Those were so soft and well prepared that you can able to test every inch of those cheese balls. If you are traveling to Gangtok, its my suggestion, take out some time and have those amezing cheese balls. You will be thankful to me after having those.",5.0,place serf cheese ball believe mesmerized cheese ball soft well prepared able test every inch cheese ball traveling gangtok suggestion take time amezing cheese ball thankful
Lounge 88 Rooftop,"It's one of the best stopover for refreshment  once you cross the border town of Rangpo while heading towards Gangtok. You may get to meet a friendly host, the service is prompt and the food is delicious.",5.0,one best stopover refreshment cross border town rangpo heading towards gangtok may get meet friendly host service prompt food delicious
Lounge 88 Rooftop,The food is very yummy and the service is great... It's a little overpriced but apart from that everything is great about the place.... Be it the food or the ambience.... Even the staffs are very friendly and it gives you a homely feeling,5.0,food yummy service great little overpriced apart everything great place food ambience even staff friendly give homely feeling
Lounge 88 Rooftop,Best lounge  in majhitar sikkim,5.0,best lounge majhitar sikkim
Lounge 88 Rooftop,One of the best restaurant around Rango region of Sikkim..Price of dishes are acceptable and the dishes are simply delicious and awesome.. Give a visit if anyone visits Sikkim you will get to know the rest of the things...Serving is also great...The staffs are interactive ..,5.0,one best restaurant around rango region sikkimprice dish acceptable dish simply delicious awesome give visit anyone visit sikkim get know rest thingsserving also greatthe staff interactive
Lounge 88 Rooftop,Great food! Great ambience... But only if there would not have been such water problems for washroom. Would make it more hygienic.,4.0,great food great ambience would water problem washroom would make hygienic
Lounge 88 Rooftop,Cool place to hangout if you are in Majitar. Service is good. Music played here is quite lively. Overall it is a cool place to hangout.,4.0,cool place hangout majitar service good music played quite lively overall cool place hangout
Lounge 88 Rooftop,Had a very warm experience,5.0,warm experience
Lounge 88 Rooftop,Good food. The noodles in this place are off the hook. And the ambience and aura of the place feels at home. Its warm and cozy and perfect for a winter snuggle,4.0,good food noodle place hook ambience aura place feel home warm cozy perfect winter snuggle
Lounge 88 Rooftop,"One of the best restaurants of Majitar area.

Nice food

But the waiters are not upto mark.

The management need to change the waiters.",4.0,one best restaurant majitar area nice food waiter upto mark management need change waiter
Lounge 88 Rooftop,"Its a cozy place with beautiful interio with ambience. Liked it.
The food was good, Karaoke 🎤 available with loud music 🔊
Cool Place...  Bar..  and yes Smoking allowed 🚬 👌",4.0,cozy place beautiful interio ambience liked food good karaoke 🎤 available loud music 🔊 cool place bar yes smoking allowed 🚬 👌
Lounge 88 Rooftop,"They gave us complimentary food but later added the amount to bill. Do not recommend, food was not even that good.",1.0,gave u complimentary food later added amount bill recommend food even good
Lounge 88 Rooftop,Very great place. Owners are good and warm welcoming. Waiters are polite and addressable. Keep it up! 😎,5.0,great place owner good warm welcoming waiter polite addressable keep 😎
Lounge 88 Rooftop,"Good service.More good is the food.The more fantastic is the live music out there
Good place to enjoy with friends, family and your loved ones...",5.0,good servicemore good foodthe fantastic live music good place enjoy friend family loved one
Lounge 88 Rooftop,"the food , service, and ambience is so good to be with.
specially the owner is so good.
I suggest everyone to visit the owner and talk about food and beverages",5.0,food service ambience good specially owner good suggest everyone visit owner talk food beverage
Lounge 88 Rooftop,Delivery is late. Food is way too expensive. Place is too cramped. They charge higher bills if they notice the customer is drunk.,1.0,delivery late food way expensive place cramped charge higher bill notice customer drunk
Lounge 88 Rooftop,"Very friendly staff and nice ambient
Good food and drink at affordable rates
Hookah is also available here",5.0,friendly staff nice ambient good food drink affordable rate hookah also available
Lounge 88 Rooftop,Nice ambience with good service from the staff. Owner of the place really takes care of their customers.,4.0,nice ambience good service staff owner place really take care customer
Lounge 88 Rooftop,Smokey chicken test yummy,4.0,smokey chicken test yummy
Lounge 88 Rooftop,Food is good and staffs are well mannered and yammy taste....,4.0,food good staff well mannered yammy taste
Lounge 88 Rooftop,This lounge is near sundar hotel and resort.,4.0,lounge near sundar hotel resort
Lounge 88 Rooftop,It's awesome... Food.. Ambiance.. Everything.. But yes.. Please come with heavy pocket.. 😅,5.0,awesome food ambiance everything yes please come heavy pocket 😅
Lounge 88 Rooftop,The place is good. Reasonably Priced. The bartender is a very sweet guy. Overall good.,5.0,place good reasonably priced bartender sweet guy overall good
Lounge 88 Rooftop,Nice ambience good food i like this place u must visit....,4.0,nice ambience good food like place u must visit
